,text,label
844,In this sharp color image a portion of the Orion Nebula appears along the bottom border with the cluster of reflection nebulae at picture center .,noHate
845,"NGC 1977 stretches across the field just below center , separated from NGC 1973 ( above right ) and NGC 1975 ( above left ) by dark regions laced with faint red emission from hydrogen atoms .",noHate
846,"Taken together , the dark regions suggest to many the shape of a running man .",noHate
847,"Yeah, hay rides are popular here .",noHate
848,I remember going on them when I was a young boy .,noHate
849,I 've gone through corn mazes as well .,noHate
850,Good memories .,noHate
851,I swear I would get a tee shirt with this on it and wear it to school .,noHate
852,Ignorance is when someone do n't know the truth .,noHate
853,Stupid is when someone do n't want the truth .,noHate
854,Which one are you ?,noHate
855,"Yes, not to mention lagathas Amazonian warriors .",noHate
856,Anyone with half a brain would n't send a bunch of seventy pound women into battle with swords .,noHate
857,Watch out for them one-droppers .,noHate
858,"I need to get this done too , but my luck I 'll find out my great-grandfather was an IDF General .",noHate
859,"It's very easy for people to sit behind their computers in the comfort of their homes and judge an elderly gentleman who has dedicated his life to exposing the Holocaust myth when it 's not your office being burned to the ground , when it 's not you being bankrupted or thrown in prison .",noHate
860,Mr Irving played a fundamental role in my own journey through Holocaust revision and for that he will always have my gratitude .,noHate
861,"Because they are essentially child-like and until someone steps up and says something they will just carry on , again like children .",hate
862,"no doubt thats a lovely gun , if i had the money im looking at a benelli as my next shot gun ... also the price of single shot shot guns have gone sky high",noHate
863,Here is another source for 5.56 They are out of stock on the Wolf garbage but have PMC and some Federal in stock .,noHate
864,http://www.the-armory.com/shopsite_s...mmunition.html,noHate
865,"You can go straight into a community college without GED , you just have to pass the tests .",noHate
866,Then you can transfer to Uni from there .,noHate
867,I would definitely not recommend becoming a teacher in the us the pay is not the greatest .,noHate
868,And you will have to teach alot of lies to the students .,noHate
869,"i have been using Firefox for about 6 months now. ive never looked back , IE is so slow when compared to FF",noHate
870,Around here their always shooting .,noHate
871,In clubs that search people you see them get their asses handed to them .,noHate
872,Then it back to getting the gun and shooting .,noHate
873,Its gone full retard now .,noHate
874,Everything thinks they are banning all 556/223 and hoarding all of it .,noHate
875,Hell some places are a buck a round for green tip its hilarious .,noHate
876,I do n't know why people associate Southern Europeans with light brown/olive skin .,noHate
877,"Most Southern Europeans have white skin , but not a pink undertone .",noHate
878,I grew up near Little Italy ( not NY ) and parents grew up in Brooklyn .,noHate
879,By the time I was growing up in the 2000s and early 2010s the area was already mixed and a few shops closed down .,noHate
880,Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,hate
881,I 'm surprised they 're not holding the gun back to front .,hate
882,In the Great War white men fought with heavy weapons .,noHate
883,`` Small '' arms are n't always light weight .,noHate
884,The concept of carrying thousands of varmit rounds to enable spray and pray in battle is a post Korean War concept .,noHate
885,Ever wonder why ?,noHate
886,This is a good thread There is a lot of cheap WHITE places to live in the U.S. I have already drivin to look at some places already .,noHate
887,My ancestors who had the good sense and foresight to come and build America .,noHate
888,I wonder what they would have to say about the type of country it is turning in to ?,noHate
889,"SMH you all do n't understand Hitler 's message , it was that all people should be proud of their nation and all people should improve themselves within their own national community ( volksgemeinshaft ) .",noHate
890,Same here .,noHate
891,"I enjoyed playing the game when I was a kid , but I never enjoyed watching it on TV .",noHate
892,It just does n't hold my attention .,noHate
893,Same with basketball and baseball .,noHate
894,"On the other hand , I did n't ride horses or bulls , but I love to watch the rodeo .",noHate
895,Recently blew away an old computer tower .,noHate
896,"Remington 000 standard velocity failed to penetrate past the motherboard , mostly stopping between a couple of sheets of metal comprising the shell of the unit .",noHate
897,Pellets flattened out quite nicely .,noHate
898,Overpenetration IS a serious concern .,noHate
899,"An even smaller pellet is probably ideal , #4 Buck , perhaps .",noHate
900,At HD ranges youre looking at a cluster of shot a few inches wide at best .,noHate
901,See Jeff Cooper for further instruction .,noHate
902,"BTW , Winchester slugs blew a 1 inch hole in and out .",noHate
903,"Bad for home defense , which is a pity , its probably a spectacular manstopper , those soft lead hollow base Foster slugs flatten out quickly .",noHate
904,I've always been partial to Lully and Rameau : Jean Baptiste Lully - L' Orchestre du Roi Soleil - YouTube Jean Philippe Rameau /// Orchestral Suites - YouTube,noHate
905,And the contributions of whites are everywhere .,noHate
906,Literally .,noHate
907,Every cultured society and all things therein were created by whites .,hate
908,Except peanut butter,noHate
909,Renoir was a French artist .,noHate
910,I like the French .,noHate
911,They love art and high culture .,noHate
912,I also like Renoir .,noHate
913,This man is an idiot .,noHate
914,i did a homeschooling thing where i saw a teacher once a week and she failed me just because of my views. id do the assignment exactly right and the highest i ever got was a c,noHate
915,I discovered this beer quite awhile ago when it was a regional beer even though its claim to famous was the oldest brewery in America .,noHate
916,Now it is also the largest American owned brewery .,noHate
917,YUENGLINGS,noHate
918,I had a chance to go visit Chepstow Castle last time I was in the area .,noHate
919,Great Britain is Castle country for sure,noHate
920,he's obviously a good christian white boy with good values .,noHate
921,It 's wasted on a groid but I understand his need to uphold his principles .,noHate
922,"No, I 'm in Spanish class at school in Canada and we focus sometimes on Mexican slang and do n't learn vosotros .",noHate
923,Do what you can to help keep Stormfront alive and growing .,noHate
924,Just 5 bucks a month from every active member is all it takes .,noHate
925,Is that a problem ?,noHate
926,mommy told me never to squelch on someone 's claims. the very fear of exposure makes me want to avoid lying .,noHate
927,I see it as a martial art yes but more as a system of life that includes martial arts and various forms of military skills,noHate
928,Truly sad that we 've decreased education standards to make minority students more successful .,noHate
929,"Instead of challenging young white minds , we put them to sleep in a sea of apathy towards standards .",noHate
930,I bought a bag of candy .,noHate
931,"If kids come by , they get it .",noHate
932,If not ...,noHate
933,I am giving the whole bag to the kids across the street ....,noHate
934,but please prepare yourself for anything like a nuclear blast or a huge earth quake or hurricane .... shtf in many ways,noHate
935,"In my opinion , from my experience with the schools in my area , the teachers say it is not their job to break up a fight Im not saying this is right but its going on in many different areas",noHate
936,I know mopeds are dangerous so are your krautschrockerts. btw this is a Yamaha i like .,noHate
937,Yamaha Aerox 150 PS 1000ccm - YouTube Yep a 1000 cc aerox,noHate
938,"Hey, I have a Folkwear pattern for that style of shirt which I 've been meaning to make .",noHate
939,Thanks for the encouragement !,noHate
940,"I'm more of a grappler than a striker , I would lunge out with a windpipe grab and bring them down to the floor .... my record for KO' ing someone with a choke is currently 3 secs",noHate
941,I wonder why the Jewish Media always pretends that all the blood thirsty third world savages are victims and it is all Whitey 's fault ?,hate
942,"If a third world savage attacks a Jew , is it all Jewey 's fault ?",noHate
943,I have : 1 Sister with Grey Eyes 1 Sister with Blue Eyes 1 Sister with Green Eyes me and my Brother have Blue Eyes !,noHate
944,For when a people is not willing or able to fight for its existence -- Providence in its eternal justice has decreed that people 's end .,noHate
945,-Adolf Hitler ( Mein Kampf ),noHate
946,Slowly making my way through a Romanian Bible I got for my birthday in July .,noHate
947,"Though I am not a Christian , I can read it alongside the English and try to figure out words I do n't know .",noHate
948,I was gonna suggest an old Marlin 783 but then I remembered that it 's a .22 Mag .,noHate
949,Great gun though !,noHate
950,"This is why it is important for us to join together as one group , organize and prepare to fight as an army .",noHate
951,America: 25 percent of American students pass their geography America : 25 percent of American students pass their geography `` Speak for Change,noHate
952,I think you already know the answer to your own question .,noHate
953,I remember a classmate complaining how she hated her jewish neighbors .,noHate
954,She would let the kids come over and play with her dog or watch cartoons and she gave them them her old toys .,noHate
955,"After a week or two , one of the kids asks `` are you jewish ?",noHate
956,"My mom says I ca n't play here any more if you 're not jewish . """,noHate
957,"So how do they pass on their kosher values to their kids , despite sending them to public shools ?",noHate
958,-Strict education at home .,noHate
959,-Strict religious education at temple - Their ' sunday shool ' equivalent .,noHate
960,-Sending their kids to jewish summer camps .,noHate
961,"-Strictly , no goyim friends .",noHate
962,"-Those that can , send their kids to jewish only schools It 's hardly a surprise they are so united and our kids have friends like Tra' von .",noHate
963,I say it is better to be very strict with your kid and homeshcool if possible than not to and hope for the best .,noHate
964,The ' Civilization ' series narrated by Kenneth Clark is free on Youtube .,noHate
965,YouTube - & #x202a ; Civilisation EP1#1 & #x202c ; & rlm ; The above is a link to the first section of the first episode .,noHate
966,"'Civilization ' is a very contemporary , yet PC-free history of Western Europe .",noHate
967,That is a good article .,noHate
968,I will have to try that and see how much force it adds !,noHate
969,Thanks for the share .,noHate
970,I went in to chase bank to make a payment on my credit card all chase banks in my city have bullet proof glass in front of the teller .,noHate
971,I live in a city where a 70 year old house starts at 400k .,noHate
972,Something is up .,noHate
973,"Love Halloween , even the contemporary themes .",noHate
974,"Ghosts , Goblins , etc ...",noHate
975,Little kids all decked out in their costumes .,noHate
976,The chorus of `` trick or treat '' or `` Halloween Apples '' bellowing at the door .,noHate
977,It puts a warm smile on my face every year .,noHate
978,"Homosexuals ca n't undo the fight against White Genocide , only hypocrites can , I 'd rather have openly homosexual men on our side than closet fags or sexual deviants who skulk about pretending to be something they 're not .",hate
979,"If a person 's sexuality is an issue for them only then it should be an issue for us , normal people of either orientation do n't have their sex life at the centre of their attention all the time , a heterosexual deviant is just as much as a problem as a homosexual deviant and there are more straight perverts and psychos around trying to `` infiltrate '' groups than there are homosexuals .",noHate
980,I remember hearing a talk from Irving on that massacre .,noHate
981,"He said the documentation showed the victims were sent along with several weeks of food , so they were not intended to be killed .",noHate
982,I went to the baofeng website but it was in Chinese ...,noHate
983,Really ?,noHate
984,"BaoFeng 左眼技术 采用左眼专利技术 利用cpu和gpu有效提升画质 在线高清 shd专利技术 , 1m带宽 流畅播放720p高清视频 3d技术",idk/skip
985,Just saw this one in Palm Springs ....,noHate
986,It 's really large .,noHate
987,I was surprised to see it there on Palm Canyon Drive .. here 's a detail :,noHate
988,I agree that this would be amazing !,noHate
989,"We all have unique abilities and knowledge , can you imagine if we got together and each of us put together a class for all the children in our specialized field ?",noHate
990,Sounds like a heavenly community .,noHate
991,"Dude stink bomb this event , when it gets dark , chuck a bunch of them on the floor , different spots , when the chimps start jiving and grooving , they will step on them .",hate
992,"It seems to me that most people on this board are friendly to home schooling , yet some who support home schools think that segregating boys from girls would slow social development .",noHate
993,On which fantasy island do you live on ?,noHate
994,Faggots are always pushing their homosexual agenda .,hate
995,Even the queers in small towns have been emboldened to go out and peddle the homosexual agenda .,hate
996,My new word o ' the week ( which has somehow become the word o ' two weeks ) : torpid : tor * pid adj : 1 ) Dormant ; hibernating .,noHate
997,2 ) Lethargic [ syn. inactive ],noHate
998,Axis History Factbook : Waffen SS-Grenadier-Sturmbrigade Brigade Frankreich - French Volunteers and Collaborationist Forces Amazon.com : FOR EUROPE : The French Volunteers of the Waffen-SS ( 9781874622680 ) : Robert Forbes : Books Amazon.com : FOR EUROPE : The French Volunteers of the Waffen-SS ( 9781874622680 ) : Robert Forbes : Books http://www.militaryphotos.net/forums ... ss- ( RK ) -holder,noHate
999,Careful with it at school though .,noHate
1000,"In high school i got all kinds of hell for having an article on Rudolph Hess , and this was before i was even a WN .",noHate
1001,That is great .,noHate
1002,"We need more of our kids on the honor role and in college , crowding out the non-W 's !",hate
1003,"Completed over two years ago with a certificate , I attended the University of Pittsburgh and finished at Kansas State University , both nationally ranked universities .",noHate
1004,Some Universities have a substantial number of lectures available for free online .,noHate
1005,Here is Yale YouTube - YaleCourses 's Channel There are a number of other major Universities with lectures posted as well .,noHate
1006,"Beware many of these lectures hustle the jew cults of globalism , humanism , and social collectivism .",noHate
1007,"AS in Business Admin , bachelors may have to wait because the college system in California is falling apart fast with tuition skyrocketing and admission shrinking .",noHate
1008,"They are trying to dumb us down on purpose ( said to say , it 's been working ) .",noHate
1009,Just look at the nonsense on tv !,noHate
1010,Does your wife post here ?,noHate
1011,I 'd love to have her join our homeschool discussions .,noHate
1012,"There 's a social group she can join to post in and not have to post publicly , if she wants .",noHate
1013,She has more courage than the whole German nation put together .,noHate
1014,God protect and bless you dear lady .,noHate
1015,You are my heroine .,noHate
1016,her is another relatively good maths resource http://www.youtube.com/user/khanacademy the videos cover a wide range of topics. ( i know ... ' khan ' .... but what ever helps ),noHate
1017,And still the GREAT LIBERAL EXPERIMENT continues !!,noHate
1018,They will eventually kill off the whites and go back to the jungle ways .,hate
1019,"ingratiate Main Entry : in · gra · ti · ate Pronunciation : in- ' grA-shE- `` At Function : transitive verb Inflected Form ( s ) : - at · ed ; - at · ing Etymology : 2in - + Latin gratia grace : to gain favor or favorable acceptance for by deliberate effort -- usually used with with < ingratiate themselves with the community leaders -- William Attwood > - in · gra · ti · a · tion /- '' grA-shE- ' A-sh & n / noun - in · gra · tia · to · ry /- ' grA-sh ( E- ) & - `` tOr-E , - '' tor -/ adjective",noHate
1020,In light of this it 's now wonder Hitler was considered a champion of the German people .,noHate
1021,To change so much in such a brief time ...,noHate
1022,I find it inspiring .,noHate
1023,I'm not really surprised - now going to college with blacks I can tell you they continue to behave in such a manner even in higher education .,hate
1024,They always think they are somehow exempt from the rules,hate
1025,This is bull * * * * !,noHate
1026,"They 're actually teaching this , in some places ?",noHate
1027,"This is awful .. complain to the teachers about lying to students ( then again , you do n't want your kids kicked out ) .",noHate
1028,Switching schools is easy .,noHate
1029,My son ever comes home with something like that and you can bet I 'll have something to say about it .,noHate
1030,They have a St. Patrick ' Day free book here .,noHate
1031,The main free stuff page for this month is here .,noHate
1032,And a 99 cent unit study store here .,noHate
1033,Cool site !,noHate
1034,"that sounds like hippyism. im not leaving my children 's values up for grabs. as ive said before , if parents dont feel their children 's heads with good things then the pc patrol will definitely feel their heads with bad things .",noHate
1035,"I'm too lazy to reread , did he say ' Teacher `` or '' Teacher 's asst . "" ?",noHate
1036,That might explain the 17 year old angle .,noHate
1037,Yeah.,noHate
1038,"So far today I 've come across the words scum , slut and bitch .",relation
1039,All too describe my sisters .,relation
1040,Stormfront .,noHate
1041,"I come for the Pride , but I stay for the love .",noHate
1042,I would like to find the where the document came from and when it was first published thank you for your reply .,noHate
1043,The soldiers of today may face this same treatment before they die if things keep going the way it has been .,noHate
1044,I'm a high school senior .,noHate
1045,I 'm going off to college in about 6 months and i 'm wondering how you college guys prepared for it/payed for it. any tips ?,noHate
1046,"For gods sake Davison you say `` many '' but I went to Iran when I was little ( I only went to Shiraz & Tehran ) & I never saw anyone with light hair or light eyes , I have since met a few with green eyes but never light hair so it couldnt have been `` many '' .",noHate
1047,I was only six but i remember them all being dark .,noHate
1048,That is only when they began speaking English as a majority .,noHate
1049,You can search for maps of where the language was spoken over time .,noHate
1050,[quote=Holston;7597407] God is the one that claims to be merciful and not like nature .,noHate
1051,I 'm just pointing out our version of mercy and the God of the Bible are not even close to the same thing .,noHate
1052,I'd say a fitting punishment is dealing with the developmentally challenged children for the rest for your life .,noHate
1053,"In reality screwing up is it 's own punishment , and nothing deters nor rehabilitates .",noHate
1054,After watching television I can spot a Jew like that .,noHate
1055,Most look the same or have the same features .,noHate
1056,All I have to do is get a picture of my old boss and compare .,noHate
1057,You can still bring that to the attention of local media and civil society groups .,noHate
1058,"He 's a petty celebrity , so it 's worth some attention .",noHate
1059,I think white pride world wide works just fine But i am a white supremacist so it suits me to the tee,noHate
1060,"Agreed! rep will have to wait though .. Cheap money , massive bailouts of crony banksters , manipulated employment figures , etc , etc , ..",noHate
1061,Stocking up on canned goods is still a top priority .,noHate
1062,I must fall under the Alpine grouping as well .,noHate
1063,"I have light brown hair and light brown eyes , like my father .",noHate
1064,My father 's sister had blonde hair and light blue eyes .,noHate
1065,My mother has dark brown hair and striking green eyes .,noHate
1066,I wish I had her eye color ...,noHate
1067,I seriously ca n't figure what group I belong to ... any suggestions ? * The Mighty Sisto *,noHate
1068,I bet this Negro is planning for an insanity defense and he may just get it .,noHate
1069,There was a black who slit a perfectly healthy white womans throat while standing behind her in a store for no other reason then her being white and woman .,noHate
1070,This Negro got found not guilty by an insanity defense .,noHate
1071,oh definitely do push ups and sit ups for the time being .... does n't your school have a weight room you can use ? you should go there ...,noHate
1072,Everyone should help out the National Alliance and get involved .,noHate
1073,"Help pass out the NA `` LOVE YOUR RACE '' flyers , that will be a big help .",noHate
1074,https : //www.stormfront.org/forum/t111114 / https : //www.stormfront.org/forum/t108388 / https : //www.stormfront.org/forum/showthread.php ? t = 108610 https : //www.stormfront.org/forum/t108427 / Make this a great VValentines Day for our movement GOOD LUCK TO ALL WHO WILL BE PASSING OUT THE FLYRES http://www.whitefreespeech.com/sub/i...fleaflets.html,noHate
1075,"I guess in that case , I will just grow a big fro , and it 's no big deal .",noHate
1076,As long as my heart is true to the cause .,noHate
1077,I only ordered once-by cash and had no problems .,noHate
1078,Sometimes these things happen.You can always report it to your credit card company and get a reimbursement from them .,noHate
1079,Don't you love the double standards ?,noHate
1080,"We ca n't have an all White clothing company but Negro 's can have all-black companies like FUBU , etc ... sigh .",noHate
1081,"Unfortunately rich kids always get their way , I say you just ignore the kid during the summer get back at him that always works .",noHate
1082,You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,hate
1083,Never march alone .,noHate
1084,My parents are like this .,noHate
1085,The only older person I know who I can act racist around is my friend 's mom .,noHate
1086,"It 's funny , she even taught their dogs to hate blacks .",noHate
1087,"OMG why are you posting your face on a board , It is dangerous here ( Holland ) to post your face on a `facist` board.Becouse allot of Antifa is watching 2 .",noHate
1088,lol I dont know I just saw somewhere that Franklin was a forbidden name ... thanx I try to search on google ...,noHate
1089,- = Wulfi = -,noHate
1090,"i dont see why u couldnt go alone i mean its in a public place , unless hes picking you up or something ...... first post",noHate
1091,"I guess I got lucky , I we n't to a public high school and we never had to learn about the holohoax .",hate
1092,"Yes, I edited out your personal info , as you should only give that out to those who can be trusted .",noHate
1093,To post it on a public message board is just inviting disaster .,noHate
1094,I see so many BM/WF around my city its not even funny .,hate
1095,"Actually it is kind of funny , because if the black guy sees me staring at them , he will try to stare me down .",noHate
1096,It happened in Taco Bell once and I just grinned at him and he turned away .,noHate
1097,Why is there an exclusively homosexual high school when you do n't even go to school for sex in the first place ?!,noHate
1098,"Im glad to see this board back in action , whew .",noHate
1099,"O and Happy Birthday from Michigan , US to everyone on this page , heh heh .",noHate
1100,14/88,noHate
1101,LOL GJ brother 10 points for the Uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man,hate
1102,yea i thought so when i saw a episode they had a klanmen on there and he was calling jerry a * * * * ing jew lol,noHate
1103,I feel for you .,noHate
1104,This is the reason certain schools down here where I live have a white prom and a black prom .,noHate
1105,It keeps it simple .,noHate
1106,Ill shave my head when I finally get my 5 GCSE grades at C or above .,noHate
1107,ETA of shaved head ....... some time in 2009 : P,noHate
1108,whats up I thought I might put my pic up here I 'm looking for some friends theres too many negroes around here some times I feel like there is' int any white guy left in the world. so message me and let me know there is stll some white brothers out their .,hate
1109,Well that 's good to hear .,noHate
1110,I noticed that that that was your first post .,noHate
1111,"Welcome to Stormfront , the largest White Nationalist community on the web .",noHate
1112,Good for you !,noHate
1113,I never started so i dont have to contend with the addiction .... been drug/alcohol/sex free my whole life .,noHate
1114,well im glad to hear there are more youth in our world and lets all hope those mudds and niggs go to h-e-l-l,hate
1115,I knew a kid down the street who was home schooled and he didnt act like a kid his age should .,noHate
1116,But maybe it was just him .,noHate
1117,the only way we can win is by opening the eyes of all whites and we cant do it softly can we ?,noHate
1118,"im half an hour from pasadena , maybe 45mins from the valley. im in the inland empire near ontario by the 10/15freeway interchange",noHate
1119,Hey everyone I would like to get together with some people from my state that are like me .,noHate
1120,Lemme know if you are from Ohio and maybe we could meet up and chat .,noHate
1121,Freuer Frei !,noHate
1122,My family is falling apart .,noHate
1123,I hate it and I feel like I ca n't do anything about it .,noHate
1124,I 've tried everything talking to my parents about it but I guess it 's their choice to get a divorce if they are n't happy together .,noHate
1125,"Sorry for my delay in answering , been working at a summer camp .",noHate
1126,Im in Roxbury .,noHate
1127,Thanks for the e-mail and addresses .,noHate
1128,I have this bad habit of leaving aol im on when i 'm not actually home so if I do n't im you back I 'm probably not there and I 'm not just ignoring you. me too,noHate
1129,"i didnt say they 'd run but race mixing will eventually take over and america will be majority black or mixed race , whites will be in the minority except for in certain republican nationalist areas",noHate
1130,They took the action of screaming for help and getting off the bus .,noHate
1131,"Its not like they cheered on the attacker or gave him a weapon , or restrained the victim .",noHate
1132,I would not be surprised if this woman was specifically targeted by local Jews from her town for this abominable treatment .,hate
1133,"They must have trapped her somehow , and sent her thru the network to Israel .",hate
1134,God save her .,noHate
1135,I would say that you should spread this information to your friends and family as well as send this story to other internet sites for starters .,noHate
1136,"I do n't know how true this is , but I 've heard to pick number two for french because they speak better english than picking one for english and getting who knows what pretending to speak English",noHate
1137,He's 6 ' 4 too .,noHate
1138,"A tall straight white male with 5 white kids , the left is triggered no doubt .",noHate
1139,Hope he 'll stop all the foreign aid and fund the military more .,noHate
1140,"I would never join a Christian group , or a group that would allow Christians to join .",noHate
1141,So my interests in this group are minimal .,noHate
1142,White men and women who have many white children and teach them.to be white nationalist do more for our cause than these groups .,noHate
1143,"Apparently he came to the conclusion that his French was too poor to win over Quebec , and thus he felt destined to lose .",noHate
1144,"Yeah you can count on it , there will be lot of people on the streets that day protesting against this jew government what we have here .",noHate
1145,hello all im thinking of going to europe in the next couple weeks and am trying to decide between ireland and eastern europe .,noHate
1146,"If I go to the east ill definitely go to budapest , feel free to pm me if you want to meet up .",noHate
1147,Only if they get their collective heads out of the punch bowl and wake up to what 's going on in the world .,noHate
1148,"Whites are far too comfortable over here ; every night is party night , so to speak .",noHate
1149,Robbie is funny and I have no problems with him .,noHate
1150,This is your typical Afrikaans music .,noHate
1151,Bobby van Jaarsveld - Kyk Waar Is Ons Nou [ Official Music Video ] - YouTube We can all have a dance and feel good for a while .,noHate
1152,There are only two outspoken artists - Steve Hofmeyer and Sunette Bridges .,noHate
1153,"I like this video : Die Antwoord - `` Fatty Boom Boom '' ( Official Video ) - YouTube Girl dresses in blackface , shows Africa is savage , and makes fun of Lady Gaga .",noHate
1154,I 've seen interviews of them and they seem trashy .,noHate
1155,"They all smoke like crazy , especially the girl with the Three Stooges haircut .",noHate
1156,Agreed.,noHate
1157,And changing a word or phrase to something that seems less confrontational does nothing to help those of us that are victims of anti-whites .,noHate
1158,It's sad when the stupid petitions get filled in 2-3 weeks like that one to build the death star .,noHate
1159,It 's why they do n't take real ones seriously .,noHate
1160,"People will say that the disease we brought killed most of them , but huge numbers of them died of an unknown disease before Columbus came into contact with them .",noHate
1161,"Alex Jones is not Pro White , he is trying to take anti-White and subvert it back into `` anti-racism '' and forced racial integration .",noHate
1162,"He is the kind of anti-white , that will whine about ' anti-White racism ' , instead of just calling them ' anti-White ' .",noHate
1163,"His commenters drone on , about how `` all races must all stick together '' .",noHate
1164,That should give you a big clue about his goals .,noHate
1165,"It is good that anti-White , is working its way out into the mainstream though .",noHate
1166,Same here .,noHate
1167,This would make me crazy if I saw it in person .,noHate
1168,"The sheer disrespect of just standing there and making her clean up their mess , and laughing about it .",noHate
1169,Wait when did he single you out and call you a racist do you know him or have talk to him in person ?,noHate
1170,Am i missing something here ?,noHate
1171,Absolutely.,noHate
1172,I put Neo-cons and Liberals in the same category as far as whites go .,noHate
1173,Neither one is better than the other .,noHate
1174,And most people will laugh and shake their head at you when you tell them that Jews are a very dangerous group of people .,hate
1175,And greetings to you as well Brother .,noHate
1176,"Thank you for your kind words , hope to meet you in the new white world one day soon .",hate
1177,Nope.,noHate
1178,"I was just trying to see how many of you saw other races as a bigger thread than your own , and apparently , a few think this way .",noHate
1179,The Pastor is saying the truth !,noHate
1180,Here is another revealing one for the mass brainwashed population : Obama 's mother is a white-trash Obama 's father was married already Obama is a bastard child all correct ! [ youtube ] http://www.youtube.com/watch ? v = sxKpdxiXKgY [ /youtube ],noHate
1181,This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events .... a much better target ..... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper `` as their poster for their last event .,hate
1182,That or it might be that Blacks have smaller brains and an IQ 15-30 points lower than that of White people on average .,hate
1183,But who knows ?,noHate
1184,Thank you for sharing your free and peaceful home while you have one .,noHate
1185,Who knows how much longer that will be for any of us. ~,noHate
1186,"I bet all the Ted Pike stuff is on the ADL hit list , look for that to start disappearing down the memory hole .",noHate
1187,"You know , wheat and corn grow pretty fast .",noHate
1188,"Then there 's beans , potatoes , yams , ... ?",noHate
1189,"My Kansas ancestors got by during the Great Depression without eating cow dung , and everything was covered in dust then .",noHate
1190,It seems to me that nature is taking out the trash .,noHate
1191,Though starvation is a horrible way to die .,noHate
1192,Just yesterday on t.v. there was some MTV thing where a Western girl was visiting a family in India .,noHate
1193,"The Indian teenager was showing the Caucasian American girl how to dissolve cow dung in water , and then use a broom to spread the filth all over the floor of their house .",relation
1194,"The Western teen was naturally grossed out , and then they cut to different scene .",noHate
1195,"Certain cultural practices just tell you volumes about a people , do n't they ?",relation
1196,It will be the same here when the goodies run out .,noHate
1197,Absolute stupidity !,noHate
1198,Are there any whites left in that craphole or have they all been killed ?,hate
1199,Beeline TV - Watch Online TV - Free Internet TV - Live TV Channels This has got a number of Japanese TV links for streaming .,noHate
1200,I'm actually a big fan of Subway but I always laugh when I read this .,noHate
1201,They neglect to mention that Jared also ran about 30 miles a day ...,noHate
1202,"White Rage , it 's what 's for dinner !!",noHate
1203,"Do ` F * ck with our families , buckwheat !!",noHate
1204,YouTube - Hell 's coming with me,noHate
1205,Free Edgar Steele has announced the start of an official fundraising campaign with full support of Cyndi Steele : Fundraising Campaign | Free Edgar Steele,noHate
1206,A man in charge of an organization that is so hated like the KKK should have been more careful .,noHate
1207,He of all people should have known to what extent the Federal Government will go to have people like him thrown in prison .,noHate
1208,"There is no different versions of bad when it comes to race traitors , if you date a non white it is bad , no matter if the non-white is asian , black or arab.",hate
1209,"I know , it 's disgusting .",noHate
1210,I ca n't fathom seeing all those brainless whites along with their negro counterparts worshipping Obama .,hate
1211,"Also , those stupid white women who watch Oprah and not realize the fact that Oprah is very racist .",noHate
1212,She was probably the victim of a groid rage rape also .,hate
1213,Have to follow up on this one !,noHate
1214,Where 's Lenny Pitts ' article on this one ?,noHate
1215,We knew that report was a lie the entire time .,noHate
1216,Why did it take so long to release it ?,noHate
1217,Had to make it up that is why,noHate
1218,"Perhaps I should walk back into my H.S. when it starts Monday and get on the P.A. system and say I want to tie all * * * * * * s to the back of my car and drag them across the ground till they die , and then say I 'm joking .",hate
1219,I hope I see the day when thease worthless pieces of crap are OUT OF HERE .,hate
1220,"All the jews I have ever known will do anything for money , and all I can say is there are no good jews",hate
1221,Let mother nature evolve these people naturally because no amount of money or aid is going to drag these ' things ' into the civilized world where they serve absolutely no purpose .,hate
1222,":hide And if you 're around Knights of Columbus or their Roman Catholic brethern , keep a close hold on your young children , particularly the boys .",noHate
1223,"DR Congo troops accused of rapes Government troops in the Democratic Republic of Congo carry out most of the rapes of civilians caught up in the war with rebel groups , a rights group says .",noHate
1224,US-based Human Rights Watch says thousands have been raped by rebels and soldiers in the past six months .,noHate
1225,http://news.bbc.co.uk/2/hi/africa/8130746.stm,noHate
1226,What do they do with them ?,noHate
1227,"It 's mind boggling to me , I mean they just cut it off and run off with it in their hands ?",noHate
1228,Then what ?,noHate
1229,"She probably gets the food for her food kiosk from the garbage site , and she does n't want to carry it far .",noHate
1230,Something tells me that you 're sitting in the wrong section of the Stormfront bus .,noHate
1231,"I believe , judging from your other posts , that you belong more towards the back .",noHate
1232,And this is why SA went from First World under Botha 's rule ( deKlerk does n't count ) to a Third World begger horde .,hate
1233,It 's embarassing .,noHate
1234,Just shows how thick they actually are one farmer-one bullet they will just end up starving and asking WHITES to feed them,hate
1235,Precisely!,noHate
1236,Too bad 98 percent of public school kids are being taught everything BUT the truth .,noHate
1237,No doubt they 'll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam 's too .,hate
1238,i think the main problem with our movement is that we 're not subtle in our approach. we need to use words that do n't promote controversy. instead of saying racial purity we use words like idenity .,noHate
